ident,type,name,longitude,latitude,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,
4XA3,small_airport,Owen Field,-99.498611,32.253611,1971,NA,US,US-TX,Clyde,4XA3,,4XA3,
4XA4,small_airport,Apache Pass Airport,-97.143378,30.734958,410,NA,US,US-TX,Rockdale,4XA4,,4XA4,
4XA5,small_airport,4-Shipp Airport,-98.496,34.03775,1004,NA,US,US-TX,Burkburnett,4XA5,,4XA5,
4XA6,heliport,Medical Center Of Southeast Texas Heliport,-93.988878,29.936561,7,NA,US,US-TX,Port Arthur,4XA6,,4XA6,
4XA7,heliport,Baylor Health Center At Irving Coppell Heliport,-96.952469,32.912967,527,NA,US,US-TX,Irving,4XA7,,4XA7,
4XA8,heliport,Winkler County Memorial Hospital Heliport,-103.090833,31.849722,2858,NA,US,US-TX,Kermit,4XA8,,4XA8,
4XS0,small_airport,Pfeffer & Son Farms Airport,-95.9641036987305,29.9297008514404,210,NA,US,US-TX,Waller,4XS0,,4XS0,
4XS1,small_airport,Coyote Field,-96.5205993652344,32.1338996887207,430,NA,US,US-TX,Corsicana,4XS1,,4XS1,
4XS2,small_airport,Teate Field,-97.7316970825195,33.1706008911133,795,NA,US,US-TX,Paradise,4XS2,,4XS2,
4XS3,heliport,Columbia Lakes Heliport,-95.6212997436523,29.1679992675781,30,NA,US,US-TX,West Columbia,4XS3,,4XS3,
4XS4,heliport,Baylor Medical Center At Carrollton Heliport,-96.887,33.02865,572,NA,US,US-TX,Carrollton,4XS4,,4XS4,
4XS5,small_airport,Scrappin Valley Airport,-93.8030014038086,31.1219005584717,350,NA,US,US-TX,Wiergate,4XS5,,4XS5,
4XS6,small_airport,H Young Ranch Airport,-98.6613998413086,30.3918991088867,1700,NA,US,US-TX,Willow City,4XS6,,4XS6,
4XS8,small_airport,Winn Ranch Airport,-98.1169967651367,29.9668998718262,960,NA,US,US-TX,Wimberley,4XS8,,4XS8,
4XS9,small_airport,Garnett Ranch Airport,-98.1628036499023,30.0960006713867,1300,NA,US,US-TX,Wimberley,4XS9,,4XS9,
4Y1,small_airport,Raether Airport,-83.8564987182617,42.565299987793,982,NA,US,US-MI,Howell,4Y1,,4Y1,
4Y8,small_airport,Para Field,-82.7540969848633,43.2022018432617,800,NA,US,US-MI,Yale,4Y8,,4Y8,
4Y9,small_airport,Eagles Landing Airport,-85.7723007202,44.3083000183,1010,NA,US,US-MI,Harrietta,4Y9,,4Y9,
4Z2,small_airport,Upper Hannum Creek Airport,-163.328994750977,65.904899597168,1300,NA,US,US-AK,Hannum Creek,4Z2,,4Z2,
4Z5,small_airport,Horsfeld Airport,-141.180999755859,62.0071983337402,3300,NA,US,US-AK,Horsfeld,4Z5,,4Z5,
4Z7,seaplane_base,Hyder Seaplane Base,-130.009975,55.903324,,NA,US,US-AK,Hyder,,WHD,4Z7,
4Z9,small_airport,Jakolof Bay Airport,-151.522003173828,59.4522018432617,5,NA,US,US-AK,Jakolof Bay,4Z9,,4Z9,
50AK,small_airport,Robin'S Landing,-150.11625,61.380461,95,NA,US,US-AK,Point Mackenzie,50AK,,50AK,
50AL,heliport,Perdido Beach VFD Heliport,-87.505752,30.346911,14,NA,US,US-AL,Perdido Beach,50AL,,50AL,
50AR,heliport,Yell County Hospital Heliport,-93.3877029418945,35.054500579834,340,NA,US,US-AR,Danville,50AR,,50AR,
50AZ,small_airport,Rocky Ridge Airport,-110.587997436523,36.059700012207,5946,NA,US,US-AZ,Rocky Ridge,50AZ,,50AZ,
50CA,heliport,St Mary Medical Center Heliport,-118.186094,33.780949,174,NA,US,US-CA,Long Beach,50CA,,50CA,
50CL,heliport,L A Co Sheriff Lakewood Heliport,-118.133003235,33.8507995605,58,NA,US,US-CA,Lakewood,50CL,,50CL,
50CO,heliport,William T Browder Heliport,-104.950996398926,40.6582984924316,5200,NA,US,US-CO,Fort Collins,50CO,,50CO,
50FD,small_airport,Cattle Creek Ranch Airport,-85.1987991333008,30.5181999206543,120,NA,US,US-FL,Altha,50FD,,50FD,
50FL,small_airport,Odom's Flying Service Airport,-87.2394027709961,30.8533000946045,245,NA,US,US-FL,Jay,50FL,,50FL,
50G,small_airport,Howard Nixon Memorial Airport,-84.13330078125,43.1833992004395,644,NA,US,US-MI,Chesaning,50G,,50G,
50GA,small_airport,Mallory Field,-83.2341995239258,30.9507999420166,202,NA,US,US-GA,Valdosta,50GA,,50GA,
50II,small_airport,Way West Airport,-86.7564010620117,39.7737007141113,890,NA,US,US-IN,Bainbridge,50II,,50II,
50IL,small_airport,Midland Airport,-88.1743011474609,42.488899230957,750,NA,US,US-IL,Antioch,50IL,,50IL,
50IN,closed,Austin Air Ads Airport,-87.368102,39.2181,575,NA,US,US-IN,Farmersburg,,,,
50IS,heliport,Memorial Heliport,-89.6379013061523,42.2944984436035,870,NA,US,US-IL,Freeport,50IS,,50IS,
50K,small_airport,Pawnee City Municipal Airport,-96.1945037841797,40.1161003112793,1260,NA,US,US-NE,Pawnee City,50K,,50K,
50KS,small_airport,Grandpa's Farm Airport,-98.6197967529297,37.665599822998,1820,NA,US,US-KS,Pratt,50KS,,50KS,
50KY,small_airport,Zanzibar Farm Airport,-84.3302001953125,38.1297988891602,915,NA,US,US-KY,Paris,50KY,,50KY,
50LA,heliport,LA State Police Troop C Heliport,-90.7834014893,29.6863002777,10,NA,US,US-LA,Thibodaux,50LA,,50LA,
50LS,heliport,Livingston Parish Air Support Heliport,-90.793722,30.478264,32,NA,US,US-LA,Satsuma,50LS,,50LS,
50M,small_airport,Puckett Gliderport,-86.6149978637695,35.6893997192383,780,NA,US,US-TN,Eagleville,50M,,50M,
50MI,seaplane_base,Burgess Lake Seaplane Base,-85.2941970825195,43.157299041748,799,NA,US,US-MI,Greenville,50MI,,50MI,
50MN,small_airport,Zimmerman Airport,-96.3001022338867,45.7935981750488,1045,NA,US,US-MN,Herman,50MN,,50MN,
50MO,heliport,Ozarks Medical Center Heliport,-91.8738021850586,36.7383995056152,1006,NA,US,US-MO,West Plains,50MO,,50MO,
50MS,heliport,Merit Health Wesley Heliport,-89.365555,31.32741,222,NA,US,US-MS,Hattiesburg,50MS,,50MS,
50NC,small_airport,Ervin Airfield,-80.6686019897461,35.5449981689453,905,NA,US,US-NC,Kannapolis,50NC,,50NC,
50NE,small_airport,Elge Field,-98.0781021118164,40.939998626709,1800,NA,US,US-NE,Aurora,50NE,,50NE,
50NJ,heliport,Express Marine Heliport,-75.084098815918,39.9523010253906,15,NA,US,US-NJ,Camden,50NJ,,50NJ,
50NM,small_airport,Ghost Ranch Strip,-106.4879989624,36.302799224854,6440,NA,US,US-NM,Abiquiu,50NM,,50NM,
50NY,small_airport,Old Fort Farm Airport,-77.5733032226563,42.8144989013672,1050,NA,US,US-NY,Hemlock,50NY,,50NY,
50OG,heliport,Teufel'S Heliport,-123.084528,45.531417,185,NA,US,US-OR,Forest Grove,50OG,,50OG,
50OH,small_airport,Culver Field,-83.4154968261719,41.6631011962891,620,NA,US,US-OH,Oregon,50OH,,50OH,
50OI,closed,Beckman Field,-83.038201,39.742569,760,NA,US,US-OH,Ashville,,,,
50OK,heliport,Southwest Medical Center of Oklahoma Heliport,-97.5211029052734,35.4227981567383,1260,NA,US,US-OK,Oklahoma City,50OK,,50OK,
50OR,small_airport,Goering Ranches Airport,-120.946998596191,44.0973014831543,3450,NA,US,US-OR,Alfalfa,50OR,,50OR,
50PA,small_airport,Pegasus Air Park,-75.3496017456055,40.9333992004395,620,NA,US,US-PA,Stroudsburg,50PA,,50PA,
50PN,heliport,Delmont Personal Use Heliport,-79.5711975097656,40.3912010192871,1210,NA,US,US-PA,Delmont,50PN,,50PN,
50S,small_airport,Parma Airport,-116.938003540039,43.7788009643555,2228,NA,US,US-ID,Parma,50S,,50S,
50SC,heliport,Oconee Nuclear Station Helipad,-82.897211,34.8001917,796,NA,US,US-SC,Seneca,50SC,,50SC,
50TA,small_airport,Moltz Airport,-97.9961013793945,29.6877002716064,600,NA,US,US-TX,Geronimo,50TA,,50TA,
50TE,closed,Keller Ranch Airport,-98.475304,30.230499,1550,NA,US,US-TX,Johnson City,,,,
50TN,small_airport,Paris Landing Airpark,-88.350492,36.352339,400,NA,US,US-TN,Paris,50TN,,50TN,
50TS,heliport,Tj-Cj Private Heliport,-98.3305969238281,29.4608001708984,630,NA,US,US-TX,San Antonio,50TS,,50TS,
50TX,small_airport,Kennedy Ranch Airport,-98.5253982543945,30.1375999450684,1598,NA,US,US-TX,Blanco,50TX,,50TX,
50VA,heliport,L G Hospital Heliport,-79.1725006103516,37.4174003601074,700,NA,US,US-VA,Lynchburg,50VA,,50VA,
50WA,small_airport,Hartley Airport,-122.964996337891,46.619800567627,400,NA,US,US-WA,Chehalis,50WA,,50WA,
50WI,closed,Earl's Air Park,-88.527101,44.113899,775,NA,US,US-WI,Neenah,,,,
50WY,heliport,Mc Murry Heliport,-106.254167,42.826667,5255,NA,US,US-WY,Casper,50WY,,50WY,
50XS,small_airport,Hughes Ranch Airport,-100.584999084473,29.0433006286621,905,NA,US,US-TX,Quemado,50XS,,50XS,
51AK,small_airport,Birch Creek Landing,-150.065814,62.242289,400,NA,US,US-AK,Talkeetna,51AK,,51AK,
51AZ,heliport,Yavapai Regional Medical Center East Heliport,-112.331389,34.59,5100,NA,US,US-AZ,Prescott Valley,51AZ,,51AZ,
51CA,small_airport,Kelly Airport,-116.616996765137,34.4235992431641,2806,NA,US,US-CA,Lucerne Valley,51CA,,51CA,
51CL,small_airport,Vetters Sky Ranch Airport,-121.22200012207,38.2304992675781,80,NA,US,US-CA,Galt,51CL,,51CL,
51CO,small_airport,Flying W No.2 Airport,-107.804000854492,38.8856010437012,7105,NA,US,US-CO,Hotchkiss,51CO,,51CO,
51FD,small_airport,Tex Merritt Private Airstrip,-81.918098449707,28.6678009033203,95,NA,US,US-FL,Leesburg,51FD,,51FD,
51FL,small_airport,Chiefland Sky Ranch Airport,-82.86979675,29.39489937,35,NA,US,US-FL,Chiefland,51FL,,51FL,
51G,small_airport,Cagney Airport,-83.7957992553711,43.1431007385254,722,NA,US,US-MI,Clio,51G,,51G,
51GA,small_airport,Smith Field,-84.6005020141602,33.5080986022949,920,NA,US,US-GA,Tyrone,51GA,,51GA,
51IL,small_airport,Marvin D Bradd Airport,-88.494499206543,40.2717018127441,797,NA,US,US-IL,Mansfield,51IL,,51IL,
51IN,small_airport,Dahnke Airport,-86.9056015014649,40.4928016662598,670,NA,US,US-IN,West Lafayette,51IN,,51IN,
51IS,small_airport,Curry Airport,-90.7001037597656,39.6591987609863,620,NA,US,US-IL,Griggsville,51IS,,51IS,
51K,small_airport,Cedar Air Park,-94.8850021362305,38.9314002990723,1020,NA,US,US-KS,Olathe,51K,,51K,
51KS,small_airport,Barnard Airport,-97.2136001586914,38.6370010375977,1420,NA,US,US-KS,Elmo,51KS,,51KS,
51KY,heliport,Appalachian Regional Hospital Heliport,-82.8124008178711,37.1132011413574,1220,NA,US,US-KY,Whitesburg,51KY,,51KY,
51LA,small_airport,R T Leblanc Airport,-91.1531982421875,30.1434993743896,15,NA,US,US-LA,White Castle,51LA,,51LA,
51LS,small_airport,Red Oak Landing,-92.116653,30.438053,55,NA,US,US-LA,Sunset,51LS,,51LS,
51M,small_airport,Oscoda County Airport,-84.125,44.6805992126465,1050,NA,US,US-MI,Mio,51M,,51M,
51MI,seaplane_base,Cass Lake-Cove Island Seaplane Base,-83.3560028076172,42.6161003112793,990,NA,US,US-MI,Pontiac,51MI,,51MI,
51MN,heliport,Barry Heliport,-95.848272,46.450953,1330,NA,US,US-MN,Dent,51MN,,51MN,
51MO,closed,Georger Farms Airport,-89.8476028442383,37.1217002868652,335,NA,US,US-MO,Advance,51MO,,51MO,
51NC,small_airport,Field of Dreams Airport,-78.3486022949219,35.8619003295898,355,NA,US,US-NC,Zebulon,51NC,,51NC,
51NE,small_airport,Bil Lo Airport,-96.0211029052734,41.4707984924316,997,NA,US,US-NE,Fort Calhoun,51NE,,51NE,
51NJ,heliport,Germania Heliport,-74.6084547043,39.5010439498,65,NA,US,US-NJ,Cologne,51NJ,,51NJ,
51NK,heliport,The Moriches Bay Heliport,-72.7628991008,40.7992302243,5,NA,US,US-NY,East Moriches,51NK,,51NK,
51NY,small_airport,Maxon Field,-78.0397033691406,43.179500579834,615,NA,US,US-NY,Holley,51NY,,51NY,
51OH,small_airport,Agner Airport,-84.0863037109375,41.0703010559082,740,NA,US,US-OH,Ottawa,51OH,,51OH,
51OI,small_airport,Clay's Rv Airport,-81.5989990234375,40.8550987243652,1035,NA,US,US-OH,Canal Fulton,51OI,,51OI,
51OK,small_airport,Eagle Creek Airport,-96.029722,35.793611,740,NA,US,US-OK,Beggs,51OK,,51OK,
51OR,heliport,Pge Heliport,-122.976997375488,44.9995994567871,182,NA,US,US-OR,Salem,51OR,,51OR,
51PA,small_airport,Lamberson Airport,-77.0830001831055,39.8833999633789,540,NA,US,US-PA,New Oxford,51PA,,51PA,
51PN,heliport,Helistop Ridc Industrial Park Heliport,-79.8653030395508,40.4991989135742,986,NA,US,US-PA,Blawnox,51PN,,51PN,
51SC,small_airport,Moccasin Creek Airport,-80.9555969238281,33.1422004699707,142,NA,US,US-SC,Ehrhardt,51SC,,51SC,
51TA,heliport,Harris Methodist Southwest Helistop,-97.4147033691406,32.6454010009766,744,NA,US,US-TX,Fort Worth,51TA,,51TA,
51TE,small_airport,Barstool Ranch Airport,-97.787119,32.470192,546,NA,US,US-TX,Waxahachie,51TE,,51TE,
51TN,small_airport,Glendale Field,-86.9768981933594,35.5331001281738,750,NA,US,US-TN,Columbia,51TN,,51TN,
51TS,heliport,Wilson N Jones Regional Medical Center Heliport,-96.624298,33.637199,770,NA,US,US-TX,Sherman,51TS,,51TS,
51TX,small_airport,N D Ranch Airport,-95.6682968139648,32.5396003723145,540,NA,US,US-TX,Van,51TX,,51TX,
51VA,small_airport,Skyview Airport,-77.633903503418,38.7162017822266,340,NA,US,US-VA,Manassas,51VA,,51VA,
51WA,small_airport,Evergreen Sky Ranch Airport,-122.068000793457,47.2681999206543,580,NA,US,US-WA,Black Diamond,51WA,,51WA,
51WI,small_airport,Gallinger Airport,-88.5572967529297,44.062801361084,800,NA,US,US-WI,Oshkosh,51WI,,51WI,
51WT,small_airport,Whiterik Field,-118.362028,48.010417,1895,NA,US,US-WA,Fruitland,51WT,,51WT,
51XS,heliport,Evergreen Helicopters Heliport,-93.966796875,29.6933002471924,10,NA,US,US-TX,Sabine Pass,51XS,,51XS,
51Z,small_airport,Minto Al Wright Airport,-149.369995117,65.143699646,460,NA,US,US-AK,Minto,51Z,,51Z,
52AK,closed,Basquo Airport,-151.246003,60.505798,63,NA,US,US-AK,Kenai,,,,
52AR,small_airport,Ira's Airstrip,-92.240943,35.279235,590,NA,US,US-AR,Greenbrier,52AR,,52AR,
52AZ,small_airport,X-1 Ranch Upper Headquarters Airport,-113.301002502441,35.38330078125,5585,NA,US,US-AZ,Seligman,52AZ,,52AZ,
52B,seaplane_base,Greenville Seaplane Base,-69.5978012084961,45.4612007141113,1028,NA,US,US-ME,Greenville,52B,,52B,
52CA,closed,Lake Mathews Airport,-117.424004,33.8531,1385,NA,US,US-CA,Riverside,,,,
52CL,small_airport,Adelanto Airport,-117.46099853516,34.537498474121,3075,NA,US,US-CA,Adelanto,52CL,,52CL,
52CN,small_airport,Ponderosa Sky Ranch Airport,-121.775001525879,40.3442993164063,3454,NA,US,US-CA,Paynes Creek,52CN,,52CN,
52CO,small_airport,Mountain View Ranch Airport,-104.653999328613,39.1096992492676,7500,NA,US,US-CO,Monument,52CO,,52CO,
52FA,small_airport,Bent Willies Airport,-81.432028,27.939611,73,NA,US,US-FL,Lake Wales,52FA,,52FA,
52FD,heliport,Pullum Pad Heliport,-86.8666000366211,30.4023990631104,20,NA,US,US-FL,Navarre,52FD,,52FD,
52FL,small_airport,Lake Clinch Airpark,-81.5595016479492,27.7502994537353,140,NA,US,US-FL,Frostproof,52FL,,52FL,
52GA,heliport,Rabbit Hole Heliport,-84.4744033813477,33.5381011962891,900,NA,US,US-GA,Atlanta,52GA,,52GA,
52I,small_airport,Gross Airport,-84.0113983154297,43.8469009399414,615,NA,US,US-MI,Pinconning,52I,,52I,
52II,heliport,Marshall County Heliport,-86.263298034668,41.3389015197754,824,NA,US,US-IN,Plymouth,52II,,52II,
52IL,small_airport,Hasselbring Airport,-88.0649032592774,40.4103012084961,800,NA,US,US-IL,Paxton,52IL,,52IL,
52IN,small_airport,Higginbotham Field,-87.5314025878906,39.3414001464844,452,NA,US,US-IN,Prairieton,52IN,,52IN,
52IS,heliport,Dresden Power Station Heliport,-88.2658004760742,41.3869018554688,509,NA,US,US-IL,Minooka,52IS,,52IS,
52K,small_airport,Charles E Grutzmacher Municipal Airport,-96.1716995239258,39.4989013671875,1183,NA,US,US-KS,Onaga,52K,,52K,
52KS,small_airport,Bland Airport,-95.1322021484375,38.9028015136719,935,NA,US,US-KS,Eudora,52KS,,52KS,
52KY,small_airport,Air Castle Airport,-84.3023986816406,38.1180992126465,900,NA,US,US-KY,Paris,52KY,,52KY,
52LA,heliport,One Shell Square Emergency Heliport,-90.0708999633789,29.9501991271973,700,NA,US,US-LA,New Orleans,52LA,,52LA,
52MN,small_airport,Anderson Field,-96.8072967529297,48.6430015563965,800,NA,US,US-MN,Kennedy,52MN,,52MN,
52MO,small_airport,Pleasant View Ultralightport,-90.1443023681641,37.9622993469238,700,NA,US,US-MO,Zell,52MO,,52MO,
52NC,small_airport,Epley Airport,-77.2667007446289,34.8446006774902,43,NA,US,US-NC,Jacksonville,52NC,,52NC,
52ND,small_airport,Richtsmeier Airport,-97.2894973754883,47.1893997192383,1047,NA,US,US-ND,Hunter,52ND,,52ND,
52NE,small_airport,Svitak Airport,-103.966003417969,42.0449981689453,4183,NA,US,US-NE,Morrill,52NE,,52NE,
52NJ,heliport,Exxon Research & Engineering Co. Heliport,-74.8682022094727,40.6386985778809,381,NA,US,US-NJ,Annandale,52NJ,,52NJ,
52NM,small_airport,Timberon Airport,-105.68599700928,32.633899688721,6940,NA,US,US-NM,Alamogordo,52NM,,52NM,
52NY,small_airport,Bedson's Land Base Airport,-77.6442031860352,42.9305992126465,804,NA,US,US-NY,Honeoye Falls,52NY,,52NY,
52OH,heliport,Coshocton County Memorial Hospital Heliport,-81.8481979370117,40.2705993652344,800,NA,US,US-OH,Coshocton,52OH,,52OH,
52OI,heliport,Timken Mercy Medical Center Heliport,-81.3962020874024,40.812801361084,1110,NA,US,US-OH,Canton,52OI,,52OI,
52OK,heliport,Tulsa Security Heliport,-95.9586029052734,36.1422996520996,720,NA,US,US-OK,Tulsa,52OK,,52OK,
52OR,small_airport,Chinook Ultralight Airpark,-122.846000671387,45.7453994750977,40,NA,US,US-OR,Scappoose,52OR,,52OR,
52PA,small_airport,Wildcat Airport,-76.0046997070313,40.7630996704102,980,NA,US,US-PA,Tamaqua,52PA,,52PA,
52PN,heliport,Greencastle Usar Center Heliport,-77.6996994018555,39.7500991821289,720,NA,US,US-PA,Greencastle,52PN,,52PN,
52S,small_airport,St Ignatius Airport,-114.081001281738,47.3249015808105,3006,NA,US,US-MT,St Ignatius,52S,,52S,
52TA,small_airport,Red Wing Airport,-96.3503036499023,33.4640007019043,755,NA,US,US-TX,Trenton,52TA,,52TA,
52TE,small_airport,Robinson Ranch Airport,-99.5169982910156,30.5168991088867,2100,NA,US,US-TX,Junction,52TE,,52TE,
52TS,small_airport,Fall Creek Air Ranch STOLport,-98.1628036499023,30.4185009002686,915,NA,US,US-TX,Spicewood,52TS,,52TS,
52TX,heliport,Hercules Marine Services Corp Heliport,-95.2906036376953,28.9664001464844,4,NA,US,US-TX,Freeport,52TX,,52TX,
52U,small_airport,Weatherby US Forest Service Airport,-115.332000732,43.8249015808,4494,NA,US,US-ID,Atlanta,52U,,52U,
52VA,heliport,Ibm Building 250 Heliport,-77.5064010620117,38.7597999572754,230,NA,US,US-VA,Manassas,52VA,,52VA,
52WA,small_airport,Honn Farm Airport,-117.975997924805,46.9320983886719,1620,NA,US,US-WA,Benge,52WA,,52WA,
52WI,small_airport,John'S Field,-90.056883,45.159644,1450,NA,US,US-WI,Athens,52WI,,52WI,
52XS,heliport,Clear Lake Regional Medical Center Heliport,-95.1289978027344,29.5410003662109,51,NA,US,US-TX,Webster,52XS,,52XS,
52Y,small_airport,Remer Municipal Airport,-93.9141006469727,47.068000793457,1350,NA,US,US-MN,Remer,52Y,,52Y,
52Z,seaplane_base,Summit Lake Seaplane Base,-149.496994018555,60.6411018371582,1300,NA,US,US-AK,Moose Pass,52Z,,52Z,
53AK,small_airport,Lakewood Airstrip,-150.938995361328,60.5345001220703,110,NA,US,US-AK,Sterling,53AK,,53AK,
53AR,heliport,Mercy Hospital Northwest Arkansas Heliport,-94.184225,36.308447,1276,NA,US,US-AR,Rogers,53AR,,53AR,
53AZ,small_airport,Shonto Airport,-110.654998779297,36.5881004333496,6449,NA,US,US-AZ,Shonto,53AZ,,53AZ,
53CA,heliport,Hummingbird Nest Heliport,-118.654998779297,34.2818984985352,1411,NA,US,US-CA,Simi Valley,53CA,,53CA,
53CL,small_airport,Lofty Redwoods Airport,-123.591003417969,38.8596000671387,1317,NA,US,US-CA,Anchor Bay,53CL,,53CL,
53CN,small_airport,Thayer Aviation Airport,-121.917999267578,39.0749015808105,54,NA,US,US-CA,Grimes,53CN,,53CN,
53CO,small_airport,Rons Field,-102.391998291016,37.5531005859375,4096,NA,US,US-CO,Two Buttes,53CO,,53CO,
53FD,small_airport,Charlotte's Field,-84.0346984863281,30.4775009155273,80,NA,US,US-FL,Tallahassee,53FD,,53FD,
53FL,heliport,University of Florida Heliport,-82.3532028198242,29.644100189209,125,NA,US,US-FL,Gainesville,53FL,,53FL,
53GA,small_airport,Dawson Field,-85.2585983276367,34.1678009033203,675,NA,US,US-GA,Cave Spring,53GA,,53GA,
53IA,small_airport,Tama Airport,-92.5765991210938,41.9500007629395,813,NA,US,US-IA,Tama,53IA,,53IA,
53II,small_airport,Steinman Airport,-84.8407974243164,41.0731010437012,760,NA,US,US-IN,Woodburn,53II,,53II,
53IL,small_airport,Clapper Airport,-88.5167007446289,40.1528015136719,710,NA,US,US-IL,Mansfield,53IL,,53IL,
53IN,small_airport,Hartman Farms Field,-86.2149963378906,40.5214004516602,818,NA,US,US-IN,Kokomo,53IN,,53IN,
53IS,heliport,Franklin Hospital Heliport,-88.9186019897461,38.0093994140625,445,NA,US,US-IL,Benton,53IS,,53IS,
53K,small_airport,Osage City Municipal Airport,-95.8018035888672,38.6343994140625,1105,NA,US,US-KS,Osage City,53K,,53K,
53KS,small_airport,Weaver Ranch Airport,-97.4328002929687,38.1082992553711,1460,NA,US,US-KS,Hesston,53KS,,53KS,
53KY,small_airport,Short Airport,-84.5571975708008,37.2723007202148,1130,NA,US,US-KY,Eubank,53KY,,53KY,
53LA,seaplane_base,Shell Central Facilities Seaplane Base,-89.3028030395508,29.0571994781494,,NA,US,US-LA,Venice,53LA,,53LA,
53M,small_airport,Silver City Airpark,-83.447998046875,45.1323013305664,680,NA,US,US-MI,Alpena,53M,,53M,
53MI,heliport,Huron Valley Sinai Hospital Heliport,-83.4991989135742,42.5938987731934,980,NA,US,US-MI,Commerce,53MI,,53MI,
53MN,small_airport,Radloff's Cedar View Farms Airport,-93.0266036987305,43.5458984375,1240,NA,US,US-MN,Lyle,53MN,,53MN,
53MO,heliport,Help Heliport,-90.0708999633789,37.1520004272461,475,NA,US,US-MO,Zalma,53MO,,53MO,
53NC,small_airport,Mynatt Field,-79.0805969238281,34.378101348877,95,NA,US,US-NC,Lumberton,53NC,,53NC,
53ND,small_airport,R. Leep Strip,-99.9470977783203,47.5480995178223,1894,NA,US,US-ND,Hurdsfield,53ND,,53ND,
53NE,small_airport,Starns Brothers Airport,-96.4033966064453,41.0814018249512,1090,NA,US,US-NE,Ashland,53NE,,53NE,
53NJ,heliport,Germania Heliport,-74.6067962646484,39.4903984069824,65,NA,US,US-NJ,Egg Harbor City,53NJ,,53NJ,
53NY,small_airport,Smiths Land Base Airport,-77.6157989501953,42.9584007263184,627,NA,US,US-NY,Honeoye Falls,53NY,,53NY,
53OH,small_airport,Charloe Airport,-84.450798034668,41.1344985961914,721,NA,US,US-OH,Paulding,53OH,,53OH,
53OI,heliport,Metro Health Medical Center Heliport,-81.6976013183594,41.4608993530274,690,NA,US,US-OH,Cleveland,53OI,,53OI,
53OK,small_airport,Thompson Private Airport,-97.7669982910156,35.2500991821289,1280,NA,US,US-OK,Tuttle,53OK,,53OK,
53OR,heliport,St Vincent Hospital Heliport,-122.773002624512,45.5101013183594,478,NA,US,US-OR,Beaverton,53OR,,53OR,
53PA,heliport,Ritz 2 Heliport,-76.9914016723633,40.9206008911133,625,NA,US,US-PA,Mifflinburg,53PA,,53PA,
53PN,heliport,S W Jack Heliport,-79.1136016845703,40.6301002502441,1360,NA,US,US-PA,Indiana,53PN,,53PN,
53TA,small_airport,Shivers Private Airport,-99.2641983032227,34.1543006896973,1215,NA,US,US-TX,Vernon,53TA,,53TA,
53TE,heliport,Christus Santa Rosa Westover Hills Heliport,-98.695556,29.467222,906,NA,US,US-TX,San Antonio,53TE,,53TE,
53TS,small_airport,Bridges Field,-96.8392028808594,33.484001159668,715,NA,US,US-TX,Tioga,53TS,,53TS,
53TX,small_airport,Cannon Field,-98.5494995117188,29.216100692749,610,NA,US,US-TX,Somerset,53TX,,53TX,
53U,small_airport,Ferndale Airfield,-114.000999451,48.0750007629,3060,NA,US,US-MT,Bigfork,53U,,53U,
53VA,small_airport,Horse Feathers Airport,-77.7574996948242,38.6339988708496,390,NA,US,US-VA,Midland,53VA,,53VA,
53VG,small_airport,The Salmon Farm Airport (Pvt),-75.8011111,37.6138889,41,NA,US,US-VA,Painter,53VG,,53VG,
53W,small_airport,Woodruff Lake Airport,-84.9788970947266,43.554500579834,940,NA,US,US-MI,Winn,53W,,53W,
53WA,small_airport,Columbia Agricultural Airport,-118.983001708984,46.2924003601074,535,NA,US,US-WA,Pasco,53WA,,53WA,
53WI,closed,Kelly Airport,-89.786796,42.698101,1020,NA,US,US-WI,Argyle,,,,
53WT,heliport,Forks Community Hospital Heliport,-124.393664,47.946442,290,NA,US,US-WA,Forks,53WT,,53WT,
53XS,small_airport,Kornegay Private Airport,-97.5916976928711,26.1483993530273,30,NA,US,US-TX,San Benito,53XS,,53XS,
54AK,seaplane_base,Kalmbach Lake Seaplane Base,-149.574005126953,61.6071014404297,400,NA,US,US-AK,Wasilla,54AK,,54AK,
54AR,small_airport,Winfield Airpark,-93.758706,35.392856,390,NA,US,US-AR,Altus,54AR,,54AR,
54AZ,small_airport,Somerton Airport,-114.666000366211,32.6008987426758,177,NA,US,US-AZ,Somerton,54AZ,,54AZ,
54CA,heliport,Paradise Valley Hospital Heliport,-117.082000732422,32.6838989257813,116,NA,US,US-CA,National City,54CA,,54CA,
54CL,small_airport,Lake Riverside Estates Airport,-116.796997070313,33.5209007263184,3410,NA,US,US-CA,Anza,54CL,,54CL,
54CN,small_airport,Akin Airport,-120.899002075195,38.7541007995605,1595,NA,US,US-CA,Placerville,54CN,,54CN,
54CO,heliport,The Memorial Hospital Heliport,-107.544998169,40.51869965,6316,NA,US,US-CO,Craig,54CO,,54CO,
54FD,heliport,Bayflite One Satellite Base Heliport,-82.6267013549805,28.1886005401611,41,NA,US,US-FL,Odessa,54FD,,54FD,
54FL,heliport,Teco Plaza Heliport,-82.4600982666016,27.9496994018555,150,NA,US,US-FL,Tampa,54FL,,54FL,
54GA,small_airport,Deerfield Landing Airport,-84.2683029174805,33.464298248291,890,NA,US,US-GA,Hampton,54GA,,54GA,
